mahjong;cambodia
wheat;the_waste_land
zebra_shark;henry_vii_of_england
university_of_chicago;reggaeton
arctic_monkeys;comics
sparrowhawk;pleiades_%28star_cluster%29
potato;hippocrates
visual_arts;bee
airbus;john_f._kennedy_assassination
juvenile_delinquency;capitalism
beach;heraclius
roman_mythology;fossil
sunset_boulevard_%281950_film%29;agriculture
barcelona;tower_of_london
whale;terrorism
game;potato
madagascar;plutonium
art;robinson_crusoe
boolean_logic;film
llywelyn_the_great;electron
tea;dvd
bp;seaborgium
watch;spring_%28season%29
the_beatles;zebra
rot13;varanasi
fieldfare;star_trek__deep_space_nine
bird_migration;google
palau;joseph_stalin
barcelona;iron_maiden
great_lakes_storm_of_1913;alexander_hamilton
motion_%28physics%29;india
airship;dmitri_mendeleev
league_of_nations;caracas
house;book
canaletto;ragtime
history;bangladesh
mango;honey_bee
einsteinium;woodpecker
ethnic_group;plant
bantu;great_wall_of_china
computer;baruch_spinoza
bernard_hinault;advertising
eldfell;london
4_vesta;computer_and_video_games
macintosh;ludwig_wittgenstein
statue_of_zeus_at_olympia;airbus_a380
polonium;monty_python
battle_of_stalingrad;rotterdam
charles_dickens;united_kingdom
poor_law;ludwig_van_beethoven
chew_magna;levee_failures_in_greater_new_orleans%2c_2005
weather;united_states_declaration_of_independence
avon_gorge;1973_oil_crisis
cosmic_inflation;swan
switzerland;franks
norse_mythology;color
comet_hale-bopp;black_sea
supermarine_spitfire;microsoft_windows
trichinosis;francis_drake
watch;carbon
trapdoor_spider;macedon
smog;jupiter
technetium;iranian_peoples
dartmoor;donald_bradman
battle_of_midway;fr%c3%a9d%c3%a9ric_chopin
montreal;toronto
optical_microscope;coccinellidae
aircraft_carrier;union_flag
the_fens;jordan
geography;solar_system
aztec;libya
bee;honey
bangkok;data_encryption_standard
lebanon;shetland
johannes_kepler;goldfish
william_renshaw;space_station
tennis;ku_klux_klan
c._s._lewis;james_bond
nobiin_language;spider
mars_exploration_rover;euro
cretaceous-tertiary_extinction_event;milton_keynes
french_revolution;europe
tennis_masters_cup;velociraptor
italo_disco;east-west_schism
hampshire;lake_powell
space_invaders;wall_street
niue;comics
flag_of_belarus;battle_of_leyte_gulf
austria;vienna
norfolk_island;horn_of_africa
world_war_i;falcon
bohrium;iridium
cold_war;flag_of_belarus
national_hockey_league;solar_system
peter_grimes;common_cold
hamburg;plant
kenya;penguin
music_of_ireland;beaver
friedrich_nietzsche;anatomy
greco-buddhism;antwerp
tiger;adolf_hitler
antarctic_treaty_system;lake_chad
daniel_ellsberg;george_iv_of_the_united_kingdom
josephus;lerwick
accra;arctic
tornado;chinese_language
industry;3rd_century
saffron;brighton
tripoli;jerusalem
lhasa;bolivia
stem_cell;apollo_8
amber;mestizo
quetzalcoatl;capitalism
stickleback;italy
hebrew_language;giraffe
protactinium;church_of_ireland
dakar;aids
jackal;tanzania
rosetta_stone;eagle
astronomy;iodine
glasgow;computer_and_video_games
typewriter;lemon
gold_standard;apollo_11
rail_transport_in_india;ice_age
smog;copper
bird;list_of_u.s._states_by_date_of_statehood
13th_century;bison
henry_morton_stanley;computational_chemistry
piccadilly_circus;olmec
durham;common_eland
poland;congo_river
amazon_river;mammal
sauropodomorpha;john_logie_baird
flemish_dialects;chicago
bog;protein
christina_aguilera;industrial_revolution
m1_motorway;mona_lisa
god;aztec
voltaire;renaissance
gas_giant;temperate
bodyline;thorium
nostradamus;socialism
botswana;stock
anemia;lord_voldemort
batman;pluto
entropy;woodrow_wilson
banana;apple
british_virgin_islands;magma
lagos;eye_%28cyclone%29
climate_change;mohs_scale_of_mineral_hardness
indian_ocean;congo_river
hurricane_andrew;frankfurt
almond;interpol
elvis_presley;history_of_nuclear_weapons
gorilla;expressionism
kenya;cerebellum
lithium;isaac_newton
mumbai;university_of_chicago
zinc;paul_dirac
idolatry;charlie_chaplin
dead_sea_scrolls;islam
karachi;malcolm_x
poison_gas_in_world_war_i;uganda
stargate_sg-1;painting
san_diegan;christmas_island
american_football;jamaica
tropical_cyclone;monrovia
environmental_science;jordan
avalanche;jet_engine
space_shuttle_program;pterosaur
voting;b_vitamins
gray_wolf;scottish_mythology
ammolite;tower_bridge
hampshire;dutch_language
history_of_south_africa;cape_verde
red_giant;invertebrate
nintendo_entertainment_system;tin_whistle
pea;iraq_war
jesus;barbara_mcclintock
broadcasting;supply_and_demand
looney_tunes;moldova
sitting_bull;warsaw
tuberculosis;tide
love;rhine
wayne_rooney;buckingham_palace
panama_canal;iceland_hotspot
porgy_and_bess;18th_century
iron_age;scottish_highlands
norfolk;james_i_of_england
first_crusade;international_human_rights_instruments
global_city;windows_vista
beryllium;wake_island
cape_town;war
somalia;women%27s_rights
race;natural_selection
space_shuttle_endeavour;crustacean
20th_century;lebanon
john_w._campbell;tropical_storm_odette_%282003%29
trinity;niccol%c3%b2_machiavelli
extinct_birds;grenada
edgar_allan_poe;nelson_mandela
soil_ph;plate_tectonics
enceladus_%28moon%29;darling_river
global_warming;santorini
bromine;austria
papua_new_guinea;french_revolution
fedora_core;computer_programming
prague;czech_republic
chad;battle_of_midway
syria;caloris_basin
wikisource;love
raven;train
theatre;asia
treaty_of_versailles;egyptian_pyramids
upsilon_andromedae_c;compact_disc
poverty;ice
leonardo_da_vinci;oil_painting
space_shuttle_columbia_disaster;television
halloween;bangkok
advertising;amazon_parrot
paleontology;biology
democracy;marxism
continental_crust;myers-briggs_type_indicator
ice_hockey;damascus
suriname;super_bowl_xl
easter_island;mendip_hills
actinium;statistics
sun_yat-sen;las_palmas_de_gran_canaria
dilophosaurus;fossil_record
allegory_in_the_middle_ages;radar
podcasting;list_of_u.s._states_by_date_of_statehood
katana;clock
poetry;plum
peaceful_coexistence;summer
natural_selection;britney_spears
mammoth;charles_darwin
sucre;lake_titicaca
airbus;abbasid
gottfried_leibniz;oxbow_lake
mars_reconnaissance_orbiter;yugoslavia
canaletto;history_of_the_internet
solomon_islands;voting
sanssouci;tree_sparrow
egypt;nile
bbc;frankfurt
history_of_south_africa;american_samoa
diamond_cut;palace_of_westminster
george_iv_of_the_united_kingdom;contact_lens
hebrew_calendar;isaac_newton
stone_age;great_spotted_woodpecker
guglielmo_marconi;united_states_constitution
max_weber;quantum_mechanics
john_f._kennedy;monkey
barbados;television
south_georgia_and_the_south_sandwich_islands;senegal
lyon;african_union
engineering;gothenburg
velociraptor;mount_unzen
pitcairn_islands;leicester
yom_kippur_war;japan
paul_kane;northwest_africa
liverpool_and_manchester_railway;owl
portsmouth;1896_summer_olympics
global_city;nobel_peace_prize
nikola_tesla;buddhism
romania;global_warming
pi;great_wall_of_china
frankenstein;u2
great_yarmouth;jupiter_%28mythology%29
ant;avalanche
parsnip;turkmenistan
scottish_episcopal_church;coin
mozilla_firefox;gas
alphabet;capital
the_hitchhiker%27s_guide_to_the_galaxy;the_last_supper_%28leonardo%29
potassium_iodide;analytical_marxism
stained_glass;australia
gustav_holst;reptile
population_history_of_american_indigenous_peoples;great_lakes
alternative_rock;milk
leo_tolstoy;lake_malawi
arts_and_crafts;tobacco
black_pepper;yttrium
supermarine_spitfire;ethanol
fourteenth_amendment_to_the_united_states_constitution;mona_lisa
1st_century;flag_of_belarus
algeria;ununpentium
vasco_da_gama;saint_petersburg
william_iv_of_the_united_kingdom;ordinary_differential_equation
sudoku;photosynthetic_reaction_centre
steel;united_states_senate
german_language;church_of_ireland
vampire_bat;egypt
sikkim;franz_kafka
mount_baker;creation-evolution_controversy
sandringham_house;togo
space_invaders;strontium
mendelevium;africa
cricket;president_of_the_united_states
jazz;auckland
culture;flood
homer;mathematical_analysis
victoria_cross;deity
niobium;blue_shark
singapore;trigonometry
east_flemish;mathematical_analysis
squash_%28sport%29;st_paul%27s_cathedral
2005_atlantic_hurricane_season;jazz
rhenium;vietnam
nigeria;the_ashes
ichthyosaur;italy
history_of_slavery;functional_programming
arab-israeli_conflict;e._e._cummings
radish;palace_of_westminster
constantine_i;barcelona
strontium;tribe
modernist_poetry_in_english;oregon
felix_mendelssohn;flag_of_india
pig;comet
falkland_islands;university_of_cambridge
oligocene;insect
guinea;blue_shark
league_of_nations;barbara_mcclintock
cologne;ozone
battle_of_the_santa_cruz_islands;george_w._bush
aircraft;united_states_constitution
bob_dylan;sunflower
flemish_dialects;new_york_city
j._k._rowling;lung_cancer
history_of_greenland;speed_of_light
george_iv_of_the_united_kingdom;gothenburg
lake_victoria;mississippi_river
absinthe;blue_shark
banjul;ziad_jarrah
beetle;soybean
red_dwarf;novel
boris_becker;shanghai
hubbard_glacier;alpaca
banksy;venezuela
leif_ericson;money
democratic_action_party;fruit
che_guevara;space_invaders
minmi_%28dinosaur%29;igor_stravinsky
constantine_i;turkmenistan
bird;protactinium
nuclear_weapon;celtic_mythology
schizophrenia;prague
chemical_element;organism
dallas%2c_texas;weapon
rice;lake_malawi
luxembourg;royal_air_force
optical_telescope;pound_sterling
glasses;sundew
funchal;ronald_reagan
zebra;lemon
list_of_vegetable_oils;scottish_gaelic_language
barracuda;berlin_wall
das_kapital;casimir_effect
archaeoastronomy;linguistics
vampire_bat;actor
al_jazeera;paris
longship;soviet_union
catholic_social_teaching;charles_v%2c_holy_roman_emperor
wikisource;london_underground
germany;flower
thomas_becket;praseodymium
caribbean_sea;game
dove;aleksandr_pushkin
list_of_french_monarchs;united_kingdom
phosphorus_tribromide;dead_sea_scrolls
egyptian_pyramids;library
dubai;adolf_hitler
astronomy;polish-soviet_war
jacobite_rising;hippopotamus
temperate;iranian_peoples
pope_pius_xii;hydrogen
william_ewart_gladstone;red_dwarf
uzbekistan;chadian-sudanese_conflict
market;obi-wan_kenobi
gender;pony
kakapo;montserrat
nematode;russian_language
mother_teresa;algiers
soup;amsterdam
first_transcontinental_railroad;wellington
axe;insect
morphine;board_game
sun;earth
california;auckland
palazzo_pitti;benito_mussolini
macedon;louisville%2c_kentucky
marie_curie;henry_v_of_england
sri_lanka;china
cheetah;carbon
liechtenstein;alchemy
super_mario_bros.;aircraft
channel_islands;biosphere
erie_canal;bridge
baseball;jordan
oceania;blitzkrieg
cat;norse_mythology
vienna;cyclops
kevin_spacey;vertebrate
harold_macmillan;inner_hebrides
milk;cheese
cat;moon
venezuela;thermodynamics
santorini;ununbium
calcium_chloride;louis_pasteur
boa;afghanistan
binoculars;international_law
rotterdam;leicester
battle_of_tours;sri_lanka
matter;2003_atlantic_hurricane_season
aids;steel
macintosh;bill_gates
isis;jesus
asparagus;shanghai
fatty_acid;timbuktu
battle_of_stalingrad;lake_chad
gottfried_leibniz;medicine
al_jazeera;indian_independence_movement
battle_of_bicocca;cadmium
forrest_gump;krazy_kat
firearm;red_sea
house_martin;the_lord_of_the_rings_film_trilogy
mustard_plant;yugoslavia
1928_okeechobee_hurricane;costa_rica
fractal;dingo
layla;working_poor
martina_navratilova;battle_of_the_santa_cruz_islands
election;alexander_hamilton
yellowstone_national_park;east_africa
barracuda;karl_benz
atlantis;eritrea
black_wildebeest;rock_of_gibraltar
joseph_haydn;layla
calcium;grape_seed_oil
arctic_monkeys;heat
the_beatles;reptile
earth;jupiter
wake_island;rio_de_janeiro
weymouth;jamaica
union_flag;ordinal_number
anschluss;max_planck
italy;apricot
golden_eagle;kazakhstan
vowel;the_lion_king
rainforest;flemish_people
archaeoastronomy;battle_of_leyte_gulf
euclid;hasekura_tsunenaga
the_hague;microscope
democratic_action_party;white_cliffs_of_dover
the_pilgrim%27s_progress;phishing
bucharest;european_union
virgil;comet_hale-bopp
the_hague;uranium
effects_of_nuclear_explosions;protactinium
celtic_park;the_holocaust
whooping_crane;cuba
the_marriage_of_figaro;caspian_sea
music_of_the_united_states;music
guadeloupe;rocky_mountains
minneapolis%2c_minnesota;economy_of_india
african_penguin;ytterbium
necktie;mount_pinatubo
brass_instrument;republic_of_china
fiberglass;elementary_arithmetic
frederick_douglass;beekeeping
james_bond;internet
world_war_i;rwanda
perfect_number;honey
mallard;william_butler_yeats
trafalgar_square;sumo
american_popular_music;leaning_tower_of_pisa
melbourne;fascism
richard_ii_of_england;united_states_constitution
brass_instrument;american_samoa
radish;british_english
jarvis_island;video
english_language;silicon
ariel_sharon;british_east_india_company
avalanche;manganese
amber;domesticated_turkey
internet_explorer;glasgow
robert_peel;john_sentamu
quantum_computer;statistics
fractal;franz_schubert
abbasid;google
pneumonia;cat
flag_of_australia;apollo_11
4-4-0;muhammad
asperger_syndrome;neptune
nelson_mandela;biology
stonehenge;lettuce
armia_krajowa;iridium
abbadid;tripoli
european_goldfinch;himalayas
william_howard_taft;american_revolutionary_war
music_of_hungary;richard_nixon
plate_tectonics;mir
ununquadium;european_parliament
attalus_i;peace
drinking_water;federal_bureau_of_investigation
chimpanzee;american_samoa
henri_matisse;church_of_ireland
channel_islands;laurent_fignon
yamoussoukro;nuclear_power
earth;sun
minmi_%28dinosaur%29;the_ashes
minimum_wage;fourteenth_amendment_to_the_united_states_constitution
mango;equal_protection_clause
elementary_arithmetic;music
glasses;london
chernobyl_disaster;waste_management
the_beano;north_america
day;automobile
romulus_augustus;george_w._bush
electronics;lord_voldemort
tribe;norse_mythology
napster;inductance
mosque;european_union
voltaire;portugal
oil_painting;costa_rica
4th_century;british_isles_%28terminology%29
saint_petersburg;piccadilly_circus
myanmar;turmeric
calculus;beijing
black_panther;bear
senufo_languages;battle_of_badr
gnu;yttrium
garden;sumo
katana;quantum_mechanics
odysseus;cyclops
snowdonia;indian_ocean
douglas_adams;thucydides
language;nuclear_fission
hoover_dam;organism
rubidium;river_severn
lesotho;lesotho
daniel_ellsberg;horse
natural_selection;milky_way
the_quatermass_experiment;bonobo
dundee;emperor_penguin
ganges_river;rotterdam
condoleezza_rice;united_states_declaration_of_independence
stone_age;cubism
johann_sebastian_bach;martin_luther
bbc;amazon_rainforest
weasel;pupil
irrigation;charles_babbage
jersey_zoological_park;red_sea
billie_holiday;alpaca
pea;norfolk
olaudah_equiano;battle_of_britain
stock;hydrogen_peroxide
mao_zedong;mauritius
southern_ocean;german_crusade%2c_1096
katana;saturn_v
vampire;copper
bat;andes
the_dandy;constitutional_monarchy
university_of_cambridge;khazars
ununquadium;richard_nixon
aircraft;yugoslavia
astrology;baghdad
mandan;sierra_leone
virginian_railway;acid_rain
isles_of_scilly;cape_lion
diego_garcia;family
american_samoa;united_states
upsilon_andromedae_d;otto_von_bismarck
jordan_river;miranda_otto
james_cook;i_want_to_hold_your_hand
vertebrate;weimar_republic
henry_viii_of_england;george_washington
three_laws_of_robotics;calculus
the_legend_of_zelda_series;gautama_buddha
yamoussoukro;creationism
thomas_becket;brazil
african_wild_dog;solar_system
bicycle;switzerland
british_indian_ocean_territory;united_states_constitution
water_polo;chelsea_f.c.
real_tennis;george_ii_of_great_britain
tajikistan;croatia
wernher_von_braun;pakistan
imperial_japanese_navy;south_ossetia
firefly_%28tv_series%29;india
thomas_edison;terrorism
walt_disney;ceratopsidae
the_godfather;loch_ness
5th_century;tonga
the_holocaust;rhubarb
yeti;argon
john_locke;eritrea
alternating_current;cystic_fibrosis
millard_fillmore;imperative_programming
the_marriage_of_figaro;b_vitamins
manifest_destiny;weasel
lake_turkana;syria
liverpool;poison_gas_in_world_war_i
race;poland
hampshire;war_of_the_spanish_succession
list_of_monarchs_in_the_british_isles;mohs_scale_of_mineral_hardness
z%c3%bcrich;billie_holiday
saxophone;natural_gas
david_beckham;aarhus
homo_floresiensis;diplodocus
accra;hassium
alexander_graham_bell;david_hume
bird_migration;hyena
tropical_storm_matthew_%282004%29;american_popular_music
bluetooth;china
venus;cancer
distilled_beverage;abuja
tunis;great_lakes
gray_wolf;sun
telephone;sean_connery
atom;canada
chromatophore;washington_metro
colombia;zion_national_park
battle_of_gettysburg;seattle%2c_washington
olive_oil;milgram_experiment
material_properties_of_diamond;barcelona
guatemala;pollinator
apollo;chester_a._arthur
renaissance_music;nickel
upsilon_andromedae_b;full_moon
a_cappella;layla
golden_eagle;russian_language
kigo;moon
odyssey;famine
gulf_of_mexico;medieval_music
taiwan;gas_metal_arc_welding
mother_teresa;roentgenium
southampton;channel_islands
scots_language;mediterranean_sea
james_garfield;outer_hebrides
bertrand_russell;alfred_hitchcock
california;copenhagen
sahara;christianity
ordination_of_women;romeo_and_juliet
celtic_park;glass
compsognathus;british_monarchy
tehran;desert
sirius;pluto
hurricane_camille;windows_2000
miranda_otto;a_christmas_carol
